anchor_id,anchor,candidate,relation_type,source
141,Two people in green jackets are talking to a young man about him playing a dulcimer.,Two people in green jackets are not talking to a young man about him playing a dulcimer.,negation,negation_rule
142,A little boy is petting a very large sleeping dog.,A very large dog that is sleeping is being cared for by a young boy.,paraphrase,humarin_t5
142,A little boy is petting a very large sleeping dog.,A small boy is petting a very large sleeping dog.,synonym,wordnet_mlm
142,A little boy is petting a very large sleeping dog.,A little boy is petting a very small sleeping dog.,antonym,wordnet_mlm
142,A little boy is petting a very large sleeping dog.,A young man rubs a big tired animal.,entailment,snli_gold
142,A little boy is petting a very large sleeping dog.,A child soothes a big dog.,neutral,snli_gold
142,A little boy is petting a very large sleeping dog.,The male child ignores the doggy.,contradiction,snli_gold
142,A little boy is petting a very large sleeping dog.,dog little boy large is petting very a sleeping a,jumbled,shuffle
142,A little boy is petting a very large sleeping dog.,Novartis withdraws application for EU approval of new arthritis &lt;b&gt;,distinction,fancyzhx/ag_news
142,A little boy is petting a very large sleeping dog.,A little boy is not petting a very large sleeping dog.,negation,negation_rule
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",A white surfboard-riding man launches himself into the air after launching off a large wave.,paraphrase,humarin_t5
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.","A man riding a white surfboard, flies into horizontally into the air after launching off a big wave.",synonym,wordnet_mlm
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.","A man riding a black surfboard, flies into horizontally into the air after launching off a large wave.",antonym,wordnet_mlm
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",A man is surfing.,entailment,snli_gold
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",A man participates in a surfing competition.,neutral,snli_gold
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",A man is shopping at a cell phone store.,contradiction,snli_gold
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",after into man flies launching a into a air wave the riding white a off horizontally surfboard large,jumbled,shuffle
143,"A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.",Apple Introduces iPod Photo Today Apple introduced the new iPod Photo,distinction,fancyzhx/ag_news
144,A young man and woman sit at a small table amidst flying playing cards.,A small table is occupied by a young man and woman who are playing cards while flying.,paraphrase,humarin_t5
144,A young man and woman sit at a small table amidst flying playing cards.,A young man and woman sit at a little table amidst flying playing cards.,synonym,wordnet_mlm
144,A young man and woman sit at a small table amidst flying playing cards.,A young man and woman sit at a large table amidst flying playing cards.,antonym,wordnet_mlm
144,A young man and woman sit at a small table amidst flying playing cards.,People sitting at a table.,entailment,snli_gold
144,A young man and woman sit at a small table amidst flying playing cards.,People playing cards.,neutral,snli_gold
144,A young man and woman sit at a small table amidst flying playing cards.,A child flying a kite.,contradiction,snli_gold
144,A young man and woman sit at a small table amidst flying playing cards.,woman young man playing flying a a at table small cards amidst sit and,jumbled,shuffle
144,A young man and woman sit at a small table amidst flying playing cards.,"It #39;s the Occupation, Stupid Four years ago on Sept",distinction,fancyzhx/ag_news
145,A large group of men line up along the side of a large brick complex beside a field.,"A large brick building is flanked by a group of men lining the side, next to an open field.",paraphrase,humarin_t5
145,A large group of men line up along the side of a large brick complex beside a field.,A large group of men line up along the side of a big brick complex beside a field.,synonym,wordnet_mlm
145,A large group of men line up along the side of a large brick complex beside a field.,A small group of men line up along the side of a large brick complex beside a field.,antonym,wordnet_mlm
145,A large group of men line up along the side of a large brick complex beside a field.,Group of people standing along a building near a field.,entailment,snli_gold
145,A large group of men line up along the side of a large brick complex beside a field.,A large group of men line up along the side of a large red brick complex beside a soccer field.,neutral,snli_gold
145,A large group of men line up along the side of a large brick complex beside a field.,A large group of women line up along the side of a large brick complex beside a field.,contradiction,snli_gold
145,A large group of men line up along the side of a large brick complex beside a field.,a men beside of of field the line large up side complex large group brick along a a,jumbled,shuffle
145,A large group of men line up along the side of a large brick complex beside a field.,FleetCenter name to die soon; new label uncertain Bank of America Corp,distinction,fancyzhx/ag_news
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A stucco building's exterior window displays brightly colored fabrics as a black man sits intently at his sewing machine.,paraphrase,humarin_t5
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A black man sits intently at his sewing machine surrounded by bright colored fabrics hung on the outside window of a stucco building.,synonym,wordnet_mlm
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A white man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,antonym,wordnet_mlm
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A black man sitting inside.,entailment,snli_gold
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,The man is making a quilt.,neutral,snli_gold
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A man never does any sewing.,contradiction,snli_gold
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,surrounded intently the black his fabrics a on stucco sewing hung outside building sits machine a by man window at brightly colored of,jumbled,shuffle
146,A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,"No Timeframe Set For Kashmir Solution: Musharraf New York, Sept",distinction,fancyzhx/ag_news
148,A man in a red robe sweeps a large area.,A man dressed in a red robe sweeps across an extensive area.,paraphrase,humarin_t5
148,A man in a red robe sweeps a large area.,A man in a red robe sweeps a big area.,synonym,wordnet_mlm
148,A man in a red robe sweeps a large area.,A man in a red robe sweeps a small area.,antonym,wordnet_mlm
148,A man in a red robe sweeps a large area.,A man is sweeping,entailment,snli_gold
148,A man in a red robe sweeps a large area.,He is doing his job,neutral,snli_gold
148,A man in a red robe sweeps a large area.,A woman is running around a large area,contradiction,snli_gold
148,A man in a red robe sweeps a large area.,in sweeps robe man area a a red large a,jumbled,shuffle
148,A man in a red robe sweeps a large area.,"State Street Research State Street Research, which isn #39;t related to State Street Corp",distinction,fancyzhx/ag_news
151,Three men and a small crowd of other people watch a tennis game.,A tennis match is being observed by three individuals and a small group of spectators.,paraphrase,humarin_t5
151,Three men and a small crowd of other people watch a tennis game.,Three men and a little crowd of other people watch a tennis game.,synonym,wordnet_mlm
151,Three men and a small crowd of other people watch a tennis game.,Three men and a large crowd of other people watch a tennis game.,antonym,wordnet_mlm
151,Three men and a small crowd of other people watch a tennis game.,People are watching a tennis game.,entailment,snli_gold
151,Three men and a small crowd of other people watch a tennis game.,A crowd is watching a professional tennis match.,neutral,snli_gold
151,Three men and a small crowd of other people watch a tennis game.,People are watching a baseball game.,contradiction,snli_gold
151,Three men and a small crowd of other people watch a tennis game.,other game watch and three a tennis people of crowd a small men,jumbled,shuffle
151,Three men and a small crowd of other people watch a tennis game.,"Picturing the next Net exploit As infected images plant back doors on PCs, experts see possibility of virus too",distinction,fancyzhx/ag_news
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,"The camera is being viewed by several individuals with candles spread out or in close proximity, each with a different number of fingers held up.",paraphrase,humarin_t5
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Multiple people with candles all about or in hand are facing the camera as they each have different numbers of fingers held up.,synonym,wordnet_mlm
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Multiple people with candles all around or in hand are facing the camera as they each have same numbers of fingers held up.,antonym,wordnet_mlm
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,People are facing the camera.,entailment,snli_gold
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Some people are facing the camera while others aren't,neutral,snli_gold
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Everyone is not facing the camera.,contradiction,snli_gold
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,all the camera as held each facing up with candles in are numbers have hand fingers around or multiple they of different people,jumbled,shuffle
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Champions League: Group B review - Real Madrid Figo out how to &lt;b&gt;,distinction,fancyzhx/ag_news
152,Multiple people with candles all around or in hand are facing the camera as they each have different numbers of fingers held up.,Multiple people with candles all around or in hand are not facing the camera as they each have different numbers of fingers held up.,negation,negation_rule
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.",A man is being spoken to by a woman with long red-hair who is standing adjacent to the bright red phone booth.,paraphrase,humarin_t5
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.","A woman with long red-hair is standing next to a bright red phone booth, speaking with a man.",synonym,wordnet_mlm
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.","A woman with long red-hair is standing next to a dull red phone booth, talking with a man.",antonym,wordnet_mlm
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.",A woman with long hair standing next to a bright red phone booth talking with a man standing next to her outside.,entailment,snli_gold
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.",A woman with long hair standing next to a bright red phone booth talking with a man who has just gotten off the phone.,neutral,snli_gold
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.",A woman with short hair sitting next to a man in a clinic.,contradiction,snli_gold
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.",to woman bright red long standing redhair with booth is a talking next with a phone man a,jumbled,shuffle
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.","Fantasy Leagues Attract Money From Advertisers Free or low-cost services from AOL, NFL",distinction,fancyzhx/ag_news
153,"A woman with long red-hair is standing next to a bright red phone booth, talking with a man.","A woman with long red-hair is not standing next to a bright red phone booth, talking with a man.",negation,negation_rule
154,"A room full of children raise their hands, fingers extended, to the sky.",The children in the room extend their fingers and hold up their hands to the sky.,paraphrase,humarin_t5
154,"A room full of children raise their hands, fingers extended, to the sky.","A room full of children lift their hands, fingers extended, to the sky.",synonym,wordnet_mlm
154,"A room full of children raise their hands, fingers extended, to the sky.","A room empty of children raise their hands, fingers extended, to the sky.",antonym,wordnet_mlm
154,"A room full of children raise their hands, fingers extended, to the sky.",There is a room full of children.,entailment,snli_gold
154,"A room full of children raise their hands, fingers extended, to the sky.",There is a room full of seventeen children.,neutral,snli_gold
154,"A room full of children raise their hands, fingers extended, to the sky.",There is a room with a single child.,contradiction,snli_gold
154,"A room full of children raise their hands, fingers extended, to the sky.",hands full of children extended a sky raise room to their fingers the,jumbled,shuffle
154,"A room full of children raise their hands, fingers extended, to the sky.","G20 Divided Over Dollar Slide, U",distinction,fancyzhx/ag_news
155,A man preparing some food in a big pan.,A man frying some food in a large pan.,paraphrase,humarin_t5
155,A man preparing some food in a big pan.,A man preparing some food in a large pan.,synonym,wordnet_mlm
155,A man preparing some food in a big pan.,A man preparing some food in a small pan.,antonym,wordnet_mlm
155,A man preparing some food in a big pan.,A man has a pan.,entailment,snli_gold
155,A man preparing some food in a big pan.,A man is making breakfast.,neutral,snli_gold
155,A man preparing some food in a big pan.,A man has a tiny pan.,contradiction,snli_gold
155,A man preparing some food in a big pan.,man a big preparing some a food pan in,jumbled,shuffle
155,A man preparing some food in a big pan.,Constellation Bids \$970 Mln for Mondavi  NEW YORK (Reuters) - Wine and beer distributor  Constellation Brands Inc,distinction,fancyzhx/ag_news
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.","An elderly man wearing glasses, covered in beautiful fabric, ponders on intricate objects.",paraphrase,humarin_t5
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.","An elderly man wearing glasses, clad in beautiful fabric studies ornate objects.",synonym,wordnet_mlm
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.","An older man wearing glasses, clad in ugly fabric studies ornate objects.",antonym,wordnet_mlm
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.",A bespectacled man looks at stuff.,entailment,snli_gold
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.",An antique curator wearing period garb is checking out other objects from the era.,neutral,snli_gold
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.",A woman is dressed in a silk dress.,contradiction,snli_gold
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.",fabric man ornate in beautiful wearing clad studies older glasses an objects,jumbled,shuffle
157,"An older man wearing glasses, clad in beautiful fabric studies ornate objects.",From the Debate The following are excerpts from the first presidential debate between President Bush and Sen,distinction,fancyzhx/ag_news
158,Two little kids walk the catwalk showing off their fashion.,The catwalk is graced by two young ones flaunting their individuality.,paraphrase,humarin_t5
158,Two little kids walk the catwalk showing off their fashion.,Two small kids walk the catwalk showing off their fashion.,synonym,wordnet_mlm
158,Two little kids walk the catwalk showing off their fashion.,Two big kids walk the catwalk showing off their fashion.,antonym,wordnet_mlm
158,Two little kids walk the catwalk showing off their fashion.,There are two kids in this picture,entailment,snli_gold
158,Two little kids walk the catwalk showing off their fashion.,They are modeling clothes for the Fashion Turtle kids clothing store in town,neutral,snli_gold
158,Two little kids walk the catwalk showing off their fashion.,They are skydiving,contradiction,snli_gold
158,Two little kids walk the catwalk showing off their fashion.,showing walk kids catwalk their the off little fashion two,jumbled,shuffle
158,Two little kids walk the catwalk showing off their fashion.,"There's little logic to Martinez decision For almost six months, he was just harmless, never-say-bunt Tito",distinction,fancyzhx/ag_news
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.","While seated on a carpet in the company of grown-ups, an infant girl endeavors to place objects of various shapes onto cutouts on some sort of board.",paraphrase,humarin_t5
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.","Seated in the company of adults, a little girl on a carpet attempts to put objects of different shapes onto cutouts on a board.",synonym,wordnet_mlm
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.","Seated in the company of adults, a large girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",antonym,wordnet_mlm
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",A child is sitting on a carpet.,entailment,snli_gold
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",The adults are watching the child.,neutral,snli_gold
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",The child is not holding anything.,contradiction,snli_gold
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",a to little company a seated of attempts cutouts different the objects of on adults board place a in on onto shapes girl carpet,jumbled,shuffle
160,"Seated in the company of adults, a little girl on a carpet attempts to place objects of different shapes onto cutouts on a board.",Violent videos and the holidays They were lined up at dawn Friday,distinction,fancyzhx/ag_news
161,There is a large crowd of people in the street near a TGI Fridays.,A TGI Fridays is attracting a large number of people to the street.,paraphrase,humarin_t5
161,There is a large crowd of people in the street near a TGI Fridays.,There is a big crowd of people in the street near a TGI Fridays.,synonym,wordnet_mlm
161,There is a large crowd of people in the street near a TGI Fridays.,There is a small crowd of people in the street near a TGI Fridays.,antonym,wordnet_mlm
161,There is a large crowd of people in the street near a TGI Fridays.,A bunch of people are outside of a TGI Fridays.,entailment,snli_gold
161,There is a large crowd of people in the street near a TGI Fridays.,There is a large crowd of people holding signs in the street near a TGI Fridays.,neutral,snli_gold
161,There is a large crowd of people in the street near a TGI Fridays.,The street is deserted.,contradiction,snli_gold
161,There is a large crowd of people in the street near a TGI Fridays.,people of in street tgi crowd a there is a fridays large near the,jumbled,shuffle
161,There is a large crowd of people in the street near a TGI Fridays.,"Astros, the opportunity to pitch his team into the World Series",distinction,fancyzhx/ag_news
161,There is a large crowd of people in the street near a TGI Fridays.,There is not a large crowd of people in the street near a TGI Fridays.,negation,negation_rule
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,Three young men are posing with the thumbs up as they cook sausages on a small barbecue.,paraphrase,humarin_t5
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,Three young men are giving the thumbs up sign while grilling sausages on a little barbecue.,synonym,wordnet_mlm
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,Three young men are giving the thumbs up sign while grilling sausages on a large barbecue.,antonym,wordnet_mlm
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,Three men are cooking food.,entailment,snli_gold
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,A small group of men are barbecuing sausages.,neutral,snli_gold
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,A few boys are goofing off and start a fire on the grill.,contradiction,snli_gold
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,while sausages barbecue thumbs are a the young on giving three grilling up small men sign,jumbled,shuffle
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,"Bharti, six Asian mobile operators form alliance to unify &lt;b&gt;",distinction,fancyzhx/ag_news
163,Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.,Three young men are not giving the thumbs up sign while grilling sausages on a small barbecue.,negation,negation_rule
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,A pedestrian on the street uses a broom to clean up litter and criminal activity.,paraphrase,humarin_t5
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,Pedestrian in the street finds a broom and brings to the streets cleaning up trash and crime.,synonym,wordnet_mlm
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,Pedestrian in the street loses a broom and takes to the streets cleaning up trash and crime.,antonym,wordnet_mlm
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,A pedestrian is cleaning up trash,entailment,snli_gold
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,A pedestrian is trying to make his city a better place,neutral,snli_gold
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,A pedestrian is at home cooking,contradiction,snli_gold
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,streets and takes in the cleaning crime a pedestrian the broom trash to and finds street up,jumbled,shuffle
164,Pedestrian in the street finds a broom and takes to the streets cleaning up trash and crime.,"Update 1: Philippine Shares End Higher Philippine shares ended higher Thursday, with blue chip Philippine Long Distance Telephone Co",distinction,fancyzhx/ag_news
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,A small patch of farmland is excavated by four people using shovels and brushes.,paraphrase,humarin_t5
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,Four people carefully excavate a small patch of farmland utilizing shovels and brushes.,synonym,wordnet_mlm
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,Four people carefully excavate a large patch of farmland using shovels and brushes.,antonym,wordnet_mlm
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,Four people are digging.,entailment,snli_gold
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,Four people are preparing a field for planting.,neutral,snli_gold
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,Four people are tilling with a tractor.,contradiction,snli_gold
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,four small people patch carefully brushes excavate farmland using shovels a of and,jumbled,shuffle
165,Four people carefully excavate a small patch of farmland using shovels and brushes.,"Gates: Passwords passe Biometric and smart-card technology will replace passwords to verify ID, Microsoft head Bill Gates says--again",distinction,fancyzhx/ag_news
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",A golfer's attempt to make a recovery shot narrowly avoids being caught in the water.,paraphrase,humarin_t5
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.","After nearly landing his ball in the water, a golfer fails at his recovery shot.",synonym,wordnet_mlm
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.","After almost landing his ball in the water, a golfer succeeds at his recovery shot.",antonym,wordnet_mlm
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",A golfer failed in his attempt.,entailment,snli_gold
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",A golfer landing his ball in water to suppress it.,neutral,snli_gold
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",A golfer lost his ball.,contradiction,snli_gold
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",his a water at shot fails his in ball after golfer landing almost the recovery,jumbled,shuffle
166,"After almost landing his ball in the water, a golfer fails at his recovery shot.",Movie Gallery Bids for Hollywood Video (Reuters) Reuters - Movie Gallery Inc,distinction,fancyzhx/ag_news
167,A nice red roofless beetle car is driven by an old man.,The old man drives a nice red roofless beetle car.,paraphrase,humarin_t5
167,A nice red roofless beetle car is driven by an old man.,A decent red roofless beetle car is driven by an old man.,synonym,wordnet_mlm
167,A nice red roofless beetle car is driven by an old man.,A nasty red roofless beetle car is driven by an old man.,antonym,wordnet_mlm
167,A nice red roofless beetle car is driven by an old man.,A man is driving a car.,entailment,snli_gold
167,A nice red roofless beetle car is driven by an old man.,A person is changing the radio station in the car.,neutral,snli_gold
167,A nice red roofless beetle car is driven by an old man.,The man is washing his car in his driveway.,contradiction,snli_gold
167,A nice red roofless beetle car is driven by an old man.,roofless is old an a man driven nice beetle by car red,jumbled,shuffle
167,A nice red roofless beetle car is driven by an old man.,Spain Arrests Terror Suspects Spanish police have arrested eight suspected Islamic militants,distinction,fancyzhx/ag_news
167,A nice red roofless beetle car is driven by an old man.,A nice red roofless beetle car is not driven by an old man.,negation,negation_rule
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A white-shirted man places his hand on a mechanical object while looking out in the distance.,paraphrase,humarin_t5
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A man wearing a white shirt places his hand on a mechanical object while looking off in the distance.,synonym,wordnet_mlm
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A man wearing a black shirt lays his hand on a mechanical object while looking off in the distance.,antonym,wordnet_mlm
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A man stares off into the distance.,entailment,snli_gold
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A man stares off into the distance staring at his wife.,neutral,snli_gold
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,A man wears a red shirt while looking off into the distance.,contradiction,snli_gold
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,lays while looking hand wearing a off man a the his a on shirt distance object in white mechanical,jumbled,shuffle
168,A man wearing a white shirt lays his hand on a mechanical object while looking off in the distance.,United Technologies to Buy UK #39;s Kidde for \$2,distinction,fancyzhx/ag_news
170,A large group of Asian children sit on or stand near steps.,A significant number of Asian children sit on or near steps.,paraphrase,humarin_t5
170,A large group of Asian children sit on or stand near steps.,A big group of Asian children sit on or stand near steps.,synonym,wordnet_mlm
170,A large group of Asian children sit on or stand near steps.,A small group of Asian children sit on or stand near steps.,antonym,wordnet_mlm
170,A large group of Asian children sit on or stand near steps.,A large group of children are near the steps.,entailment,snli_gold
170,A large group of Asian children sit on or stand near steps.,A large group of Asian children sit on or stand near the steps waiting for their friends.,neutral,snli_gold
170,A large group of Asian children sit on or stand near steps.,A large group of European children stand near the plaza.,contradiction,snli_gold
170,A large group of Asian children sit on or stand near steps.,a of stand steps asian near group sit children large on or,jumbled,shuffle
170,A large group of Asian children sit on or stand near steps.,"US Soldier Jailed Over Iraq Abuse After Confession BAGHDAD, September 11 (IslamOnline",distinction,fancyzhx/ag_news
172,A car in the process of flipping in the street of a small town.,A car flipping through the streets of a small city.,paraphrase,humarin_t5
172,A car in the process of flipping in the street of a small town.,A car in the process of flipping in the street of a little town.,synonym,wordnet_mlm
172,A car in the process of flipping in the street of a small town.,A car in the process of flipping in the street of a large town.,antonym,wordnet_mlm
172,A car in the process of flipping in the street of a small town.,The car is flipping in a small town.,entailment,snli_gold
172,A car in the process of flipping in the street of a small town.,The car is flipping as a result of a collision.,neutral,snli_gold
172,A car in the process of flipping in the street of a small town.,A car is speeding down the street,contradiction,snli_gold
172,A car in the process of flipping in the street of a small town.,street town in small a the process flipping of of the car in a,jumbled,shuffle
172,A car in the process of flipping in the street of a small town.,"Carolinas Watch for Hurricane Frances RICHMOND, Va",distinction,fancyzhx/ag_news
173,Bike riders stop riding while one rider fixes bike.,"While one biker fixes their bike, bike riders come to a halt.",paraphrase,humarin_t5
173,Bike riders stop riding while one rider fixes bike.,Bike riders quit riding while one rider fixes bike.,synonym,wordnet_mlm
173,Bike riders stop riding while one rider fixes bike.,Bike riders continue riding while one rider fixes bike.,antonym,wordnet_mlm
173,Bike riders stop riding while one rider fixes bike.,Group of people watching while someone fixes their bike.,entailment,snli_gold
173,Bike riders stop riding while one rider fixes bike.,Group of bike riders stopped in the street.,neutral,snli_gold
173,Bike riders stop riding while one rider fixes bike.,Bike riders racing downhill.,contradiction,snli_gold
173,Bike riders stop riding while one rider fixes bike.,while one stop rider riders riding bike bike fixes,jumbled,shuffle
173,Bike riders stop riding while one rider fixes bike.,Patriots not getting ahead of themselves Its become a familiar mantra: One game at a time,distinction,fancyzhx/ag_news
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.","On a seemingly overcast day, an elderly person crosses the street while traffic flows by in the background.",paraphrase,humarin_t5
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.","An older individual crosses the street on what appears to be an overcast day, traffic approaches in the background.",synonym,wordnet_mlm
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.","A young individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",antonym,wordnet_mlm
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",An elderly man is crossing the street.,entailment,snli_gold
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",An older man is going to get groceries.,neutral,snli_gold
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",Young boy crosses street.,contradiction,snli_gold
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",an day crosses an the background older in to approaches be traffic on individual what street the overcast seems,jumbled,shuffle
175,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background.",IBM Agrees to Share Blade Server Know-How The IBM announcement is being made in collaboration with Intel,distinction,fancyzhx/ag_news
176,A large escalator with many people is escalating people up and down.,People are being pushed up and down by a colossal escalator.,paraphrase,humarin_t5
176,A large escalator with many people is escalating people up and down.,A big escalator with many people is escalating people up and down.,synonym,wordnet_mlm
176,A large escalator with many people is escalating people up and down.,A large escalator with few people is escalating people up and down.,antonym,wordnet_mlm
176,A large escalator with many people is escalating people up and down.,The escalator is escalating.,entailment,snli_gold
176,A large escalator with many people is escalating people up and down.,The people are talking with each other.,neutral,snli_gold
176,A large escalator with many people is escalating people up and down.,The escalator is small.,contradiction,snli_gold
176,A large escalator with many people is escalating people up and down.,and a escalating down up people with people escalator large many is,jumbled,shuffle
176,A large escalator with many people is escalating people up and down.,"New Toshiba notebooks highlight long-running trend OCTOBER 05, 2004 (IDG NEWS SERVICE) - Toshiba Corp",distinction,fancyzhx/ag_news
176,A large escalator with many people is escalating people up and down.,A large escalator with many people is not escalating people up and down.,negation,negation_rule
177,A large crowd of people are gathered in the street.,The street is filled with a large number of people.,paraphrase,humarin_t5
177,A large crowd of people are gathered in the street.,A big crowd of people are gathered in the street.,synonym,wordnet_mlm
177,A large crowd of people are gathered in the street.,A small crowd of people are gathered in the street.,antonym,wordnet_mlm
177,A large crowd of people are gathered in the street.,A crowd of people.,entailment,snli_gold
177,A large crowd of people are gathered in the street.,A crowd of people protesting.,neutral,snli_gold
177,A large crowd of people are gathered in the street.,A crowd of people inside playing donkey kong.,contradiction,snli_gold
177,A large crowd of people are gathered in the street.,a are in people gathered crowd the of street large,jumbled,shuffle
177,A large crowd of people are gathered in the street.,"Latest mobiles 'open to attack' The latest generation of mobile phones is vulnerable to hackers, a security conference is told",distinction,fancyzhx/ag_news
177,A large crowd of people are gathered in the street.,A large crowd of people are not gathered in the street.,negation,negation_rule
178,A small group of people sitting in green chairs while watching a man in a helmet play the accordion.,A helmet-clad man playing the accordion was accompanied by a small group of people sitting in green chairs.,paraphrase,humarin_t5
